week_start,store_id,store_name,product_id,product_name,category,baseline_units,promo_units,uplift_pct,incremental_units,incremental_revenue
2022-04-04,S002,Delhi North,P009,Coca-Cola 2L,Beverages,584.2,773,32.31,188.8,16143.52
2022-04-11,S002,Delhi North,P009,Coca-Cola 2L,Beverages,584.2,727,24.43,142.8,12547.32
2022-05-09,S002,Delhi North,P009,Coca-Cola 2L,Beverages,697.0,849,21.81,152.0,13464.81
2022-05-16,S002,Delhi North,P009,Coca-Cola 2L,Beverages,697.0,696,-0.14,-1.0,-87.75
2022-05-23,S002,Delhi North,P009,Coca-Cola 2L,Beverages,697.0,802,15.06,105.0,9380.55
2022-05-30,S002,Delhi North,P009,Coca-Cola 2L,Beverages,697.0,846,21.38,149.0,13270.37
2022-06-06,S002,Delhi North,P009,Coca-Cola 2L,Beverages,697.0,934,34.0,237.0,20014.65
2022-06-20,S002,Delhi North,P009,Coca-Cola 2L,Beverages,754.2,826,9.51,71.8,6378.68
2022-07-04,S002,Delhi North,P009,Coca-Cola 2L,Beverages,765.2,863,12.77,97.8,8610.66
2022-07-18,S002,Delhi North,P009,Coca-Cola 2L,Beverages,781.0,878,12.42,97.0,8639.93
2022-08-01,S002,Delhi North,P009,Coca-Cola 2L,Beverages,809.0,709,-12.36,-100.0,-8909.86
2022-08-29,S002,Delhi North,P009,Coca-Cola 2L,Beverages,764.2,638,-16.52,-126.2,-11006.84
2022-09-05,S002,Delhi North,P009,Coca-Cola 2L,Beverages,764.2,533,-30.26,-231.2,-20442.5
2022-09-12,S002,Delhi North,P009,Coca-Cola 2L,Beverages,764.2,718,-6.05,-46.2,-4128.94
2022-10-03,S002,Delhi North,P009,Coca-Cola 2L,Beverages,739.2,810,9.57,70.8,6196.39
2022-10-24,S002,Delhi North,P009,Coca-Cola 2L,Beverages,767.5,711,-7.36,-56.5,-4864.81
2022-11-07,S002,Delhi North,P009,Coca-Cola 2L,Beverages,758.5,887,16.94,128.5,11097.99
2022-11-28,S002,Delhi North,P009,Coca-Cola 2L,Beverages,785.2,754,-3.98,-31.2,-2755.8
2022-12-05,S002,Delhi North,P009,Coca-Cola 2L,Beverages,785.2,703,-10.47,-82.2,-7309.79
2022-12-12,S002,Delhi North,P009,Coca-Cola 2L,Beverages,785.2,863,9.9,77.8,6752.25
2022-12-19,S002,Delhi North,P009,Coca-Cola 2L,Beverages,785.2,705,-10.22,-80.2,-7077.94
2022-12-26,S002,Delhi North,P009,Coca-Cola 2L,Beverages,785.2,649,-17.35,-136.2,-12172.96
2023-01-09,S002,Delhi North,P009,Coca-Cola 2L,Beverages,745.5,643,-13.75,-102.5,-9020.44
2023-01-16,S002,Delhi North,P009,Coca-Cola 2L,Beverages,745.5,751,0.74,5.5,490.24
2023-01-23,S002,Delhi North,P009,Coca-Cola 2L,Beverages,745.5,756,1.41,10.5,926.13
2023-02-06,S002,Delhi North,P009,Coca-Cola 2L,Beverages,741.5,526,-29.06,-215.5,-18752.19
2023-02-13,S002,Delhi North,P009,Coca-Cola 2L,Beverages,741.5,519,-30.01,-222.5,-19734.16
2023-02-20,S002,Delhi North,P009,Coca-Cola 2L,Beverages,741.5,631,-14.9,-110.5,-9547.2
2023-03-13,S002,Delhi North,P009,Coca-Cola 2L,Beverages,654.5,681,4.05,26.5,2359.26
2023-03-20,S002,Delhi North,P009,Coca-Cola 2L,Beverages,654.5,604,-7.72,-50.5,-4481.01
2023-04-10,S002,Delhi North,P009,Coca-Cola 2L,Beverages,692.5,868,25.34,175.5,15548.3
2023-04-17,S002,Delhi North,P009,Coca-Cola 2L,Beverages,692.5,755,9.03,62.5,5580.71
2023-04-24,S002,Delhi North,P009,Coca-Cola 2L,Beverages,692.5,857,23.75,164.5,14250.16
2023-05-01,S002,Delhi North,P009,Coca-Cola 2L,Beverages,692.5,802,15.81,109.5,9621.92
2023-05-15,S002,Delhi North,P009,Coca-Cola 2L,Beverages,724.0,887,22.51,163.0,14007.52
2023-05-29,S002,Delhi North,P009,Coca-Cola 2L,Beverages,757.8,940,24.05,182.2,15937.5
2023-06-12,S002,Delhi North,P009,Coca-Cola 2L,Beverages,759.5,861,13.36,101.5,9006.53
2023-06-19,S002,Delhi North,P009,Coca-Cola 2L,Beverages,759.5,977,28.64,217.5,19113.9
2023-07-03,S002,Delhi North,P009,Coca-Cola 2L,Beverages,788.5,902,14.39,113.5,9795.05
2023-07-10,S002,Delhi North,P009,Coca-Cola 2L,Beverages,788.5,937,18.83,148.5,12983.36
2023-07-17,S002,Delhi North,P009,Coca-Cola 2L,Beverages,788.5,950,20.48,161.5,14061.11
2023-07-31,S002,Delhi North,P009,Coca-Cola 2L,Beverages,823.8,1002,21.64,178.2,15471.59
2023-08-07,S002,Delhi North,P009,Coca-Cola 2L,Beverages,823.8,896,8.77,72.2,6405.38
2023-08-14,S002,Delhi North,P009,Coca-Cola 2L,Beverages,823.8,1029,24.92,205.2,17649.45
2023-09-04,S002,Delhi North,P009,Coca-Cola 2L,Beverages,822.2,597,-27.39,-225.2,-19909.85
2023-09-11,S002,Delhi North,P009,Coca-Cola 2L,Beverages,822.2,747,-9.15,-75.2,-6583.62
2023-09-18,S002,Delhi North,P009,Coca-Cola 2L,Beverages,822.2,726,-11.71,-96.2,-8578.08
2023-10-16,S002,Delhi North,P009,Coca-Cola 2L,Beverages,828.2,980,18.32,151.8,13489.49
2023-10-30,S002,Delhi North,P009,Coca-Cola 2L,Beverages,841.5,964,14.56,122.5,10704.4
2023-11-06,S002,Delhi North,P009,Coca-Cola 2L,Beverages,841.5,894,6.24,52.5,4689.38
2023-11-13,S002,Delhi North,P009,Coca-Cola 2L,Beverages,841.5,888,5.53,46.5,4041.51
2023-11-20,S002,Delhi North,P009,Coca-Cola 2L,Beverages,841.5,841,-0.06,-0.5,-43.79
2023-12-04,S002,Delhi North,P009,Coca-Cola 2L,Beverages,854.0,693,-18.85,-161.0,-14207.33
2023-12-25,S002,Delhi North,P009,Coca-Cola 2L,Beverages,790.2,815,3.13,24.8,2174.82
2024-01-08,S002,Delhi North,P009,Coca-Cola 2L,Beverages,764.8,770,0.69,5.2,459.87
2024-01-15,S002,Delhi North,P009,Coca-Cola 2L,Beverages,764.8,767,0.29,2.2,199.86
2024-01-22,S002,Delhi North,P009,Coca-Cola 2L,Beverages,764.8,723,-5.46,-41.8,-3522.15
2024-01-29,S002,Delhi North,P009,Coca-Cola 2L,Beverages,764.8,669,-12.52,-95.8,-8051.07
2024-02-12,S002,Delhi North,P009,Coca-Cola 2L,Beverages,703.8,655,-6.93,-48.8,-4334.36
2024-03-18,S002,Delhi North,P009,Coca-Cola 2L,Beverages,663.2,787,18.66,123.8,10379.09
2024-04-01,S002,Delhi North,P009,Coca-Cola 2L,Beverages,695.5,864,24.23,168.5,14837.63
2024-04-08,S002,Delhi North,P009,Coca-Cola 2L,Beverages,695.5,700,0.65,4.5,395.98
2024-04-15,S002,Delhi North,P009,Coca-Cola 2L,Beverages,695.5,943,35.59,247.5,21158.78
2024-04-22,S002,Delhi North,P009,Coca-Cola 2L,Beverages,695.5,897,28.97,201.5,17358.94
2024-04-29,S002,Delhi North,P009,Coca-Cola 2L,Beverages,695.5,930,33.72,234.5,20302.0
2024-05-13,S002,Delhi North,P009,Coca-Cola 2L,Beverages,718.5,868,20.81,149.5,12971.9
2024-05-20,S002,Delhi North,P009,Coca-Cola 2L,Beverages,718.5,885,23.17,166.5,14719.79
2024-05-27,S002,Delhi North,P009,Coca-Cola 2L,Beverages,718.5,901,25.4,182.5,16166.11
2024-06-03,S002,Delhi North,P009,Coca-Cola 2L,Beverages,718.5,967,34.59,248.5,21806.23
2024-06-24,S002,Delhi North,P009,Coca-Cola 2L,Beverages,756.2,909,20.2,152.8,13372.83
2024-07-01,S002,Delhi North,P009,Coca-Cola 2L,Beverages,756.2,950,25.62,193.8,17006.82
2024-07-22,S002,Delhi North,P009,Coca-Cola 2L,Beverages,809.8,797,-1.57,-12.8,-1118.28
2024-08-12,S002,Delhi North,P009,Coca-Cola 2L,Beverages,913.8,1036,13.38,122.2,10733.55
2024-08-19,S002,Delhi North,P009,Coca-Cola 2L,Beverages,913.8,983,7.58,69.2,6184.32
2024-08-26,S002,Delhi North,P009,Coca-Cola 2L,Beverages,913.8,1016,11.19,102.2,8853.39
2024-09-09,S002,Delhi North,P009,Coca-Cola 2L,Beverages,926.2,835,-9.85,-91.2,-8048.9
2024-10-07,S002,Delhi North,P009,Coca-Cola 2L,Beverages,812.0,983,21.06,171.0,15068.52
2024-10-28,S002,Delhi North,P009,Coca-Cola 2L,Beverages,919.2,927,0.84,7.8,673.64
2024-11-11,S002,Delhi North,P009,Coca-Cola 2L,Beverages,966.0,900,-6.83,-66.0,-5795.18
2024-11-18,S002,Delhi North,P009,Coca-Cola 2L,Beverages,966.0,929,-3.83,-37.0,-3248.34
2024-11-25,S002,Delhi North,P009,Coca-Cola 2L,Beverages,966.0,908,-6.0,-58.0,-5100.19
2024-12-02,S002,Delhi North,P009,Coca-Cola 2L,Beverages,966.0,728,-24.64,-238.0,-20512.54
2024-12-09,S002,Delhi North,P009,Coca-Cola 2L,Beverages,966.0,770,-20.29,-196.0,-17486.84
2024-12-16,S002,Delhi North,P009,Coca-Cola 2L,Beverages,966.0,744,-22.98,-222.0,-19708.84
2024-12-23,S002,Delhi North,P009,Coca-Cola 2L,Beverages,966.0,788,-18.43,-178.0,-15393.69
2024-12-30,S002,Delhi North,P009,Coca-Cola 2L,Beverages,966.0,788,-18.43,-178.0,-15293.25
2025-01-13,S002,Delhi North,P009,Coca-Cola 2L,Beverages,936.5,814,-13.08,-122.5,-10648.05
2025-01-27,S002,Delhi North,P009,Coca-Cola 2L,Beverages,887.5,684,-22.93,-203.5,-18106.56
2025-02-03,S002,Delhi North,P009,Coca-Cola 2L,Beverages,887.5,791,-10.87,-96.5,-8454.09
2025-02-17,S002,Delhi North,P009,Coca-Cola 2L,Beverages,829.5,793,-4.4,-36.5,-3149.95
2025-02-24,S002,Delhi North,P009,Coca-Cola 2L,Beverages,829.5,749,-9.7,-80.5,-7146.56
2025-03-03,S002,Delhi North,P009,Coca-Cola 2L,Beverages,829.5,775,-6.57,-54.5,-4835.94
2025-03-17,S002,Delhi North,P009,Coca-Cola 2L,Beverages,803.0,546,-32.0,-257.0,-22550.65
2025-03-31,S002,Delhi North,P009,Coca-Cola 2L,Beverages,780.8,956,22.45,175.2,14999.15
2025-04-07,S002,Delhi North,P009,Coca-Cola 2L,Beverages,780.8,971,24.37,190.2,16963.78
2025-04-21,S002,Delhi North,P009,Coca-Cola 2L,Beverages,739.5,863,16.7,123.5,11009.14
2025-04-28,S002,Delhi North,P009,Coca-Cola 2L,Beverages,739.5,907,22.65,167.5,14506.22
2025-05-05,S002,Delhi North,P009,Coca-Cola 2L,Beverages,739.5,967,30.76,227.5,20099.63
2025-05-12,S002,Delhi North,P009,Coca-Cola 2L,Beverages,739.5,912,23.33,172.5,15165.95
2025-05-19,S002,Delhi North,P009,Coca-Cola 2L,Beverages,739.5,978,32.25,238.5,20941.32
2025-06-02,S002,Delhi North,P009,Coca-Cola 2L,Beverages,770.5,985,27.84,214.5,18643.42
2025-06-09,S002,Delhi North,P009,Coca-Cola 2L,Beverages,770.5,954,23.82,183.5,16077.22
2025-06-16,S002,Delhi North,P009,Coca-Cola 2L,Beverages,770.5,1102,43.02,331.5,29563.17
2025-06-30,S002,Delhi North,P009,Coca-Cola 2L,Beverages,813.8,1109,36.28,295.2,25501.59
2025-07-07,S002,Delhi North,P009,Coca-Cola 2L,Beverages,813.8,989,21.54,175.2,15634.3
2025-07-21,S002,Delhi North,P009,Coca-Cola 2L,Beverages,877.0,984,12.2,107.0,9242.35
2025-08-04,S002,Delhi North,P009,Coca-Cola 2L,Beverages,943.0,1097,16.33,154.0,13729.32
2025-08-11,S002,Delhi North,P009,Coca-Cola 2L,Beverages,943.0,1062,12.62,119.0,10527.08
2025-08-25,S002,Delhi North,P009,Coca-Cola 2L,Beverages,981.2,985,0.38,3.8,325.1
2025-09-08,S002,Delhi North,P009,Coca-Cola 2L,Beverages,930.0,857,-7.85,-73.0,-6226.48
2025-09-15,S002,Delhi North,P009,Coca-Cola 2L,Beverages,930.0,804,-13.55,-126.0,-11047.68
2025-09-29,S002,Delhi North,P009,Coca-Cola 2L,Beverages,848.5,933,9.96,84.5,7494.18
2025-10-06,S002,Delhi North,P009,Coca-Cola 2L,Beverages,848.5,865,1.94,16.5,1467.91
2025-10-13,S002,Delhi North,P009,Coca-Cola 2L,Beverages,848.5,847,-0.18,-1.5,-133.57
2025-10-27,S002,Delhi North,P009,Coca-Cola 2L,Beverages,881.8,966,9.55,84.2,7317.83
2025-11-03,S002,Delhi North,P009,Coca-Cola 2L,Beverages,881.8,1015,15.11,133.2,11544.97
2025-11-10,S002,Delhi North,P009,Coca-Cola 2L,Beverages,881.8,869,-1.45,-12.8,-1086.7
2025-11-17,S002,Delhi North,P009,Coca-Cola 2L,Beverages,881.8,1038,17.72,156.2,13755.8
2025-12-01,S002,Delhi North,P009,Coca-Cola 2L,Beverages,873.0,685,-21.53,-188.0,-16672.11
2025-12-08,S002,Delhi North,P009,Coca-Cola 2L,Beverages,873.0,892,2.18,19.0,1683.13
2025-12-15,S002,Delhi North,P009,Coca-Cola 2L,Beverages,873.0,868,-0.57,-5.0,-437.24
2025-12-22,S002,Delhi North,P009,Coca-Cola 2L,Beverages,873.0,814,-6.76,-59.0,-5268.87
2025-12-29,S002,Delhi North,P009,Coca-Cola 2L,Beverages,873.0,776,-11.11,-97.0,-8626.63
2026-01-12,S002,Delhi North,P009,Coca-Cola 2L,Beverages,856.0,601,-29.79,-255.0,-22245.47
2026-01-19,S002,Delhi North,P009,Coca-Cola 2L,Beverages,856.0,784,-8.41,-72.0,-6353.49
2026-02-02,S002,Delhi North,P009,Coca-Cola 2L,Beverages,878.0,735,-16.29,-143.0,-12659.79
2026-02-16,S002,Delhi North,P009,Coca-Cola 2L,Beverages,784.2,628,-19.92,-156.2,-13732.14
2026-03-02,S002,Delhi North,P009,Coca-Cola 2L,Beverages,710.5,722,1.62,11.5,1025.16
2026-03-09,S002,Delhi North,P009,Coca-Cola 2L,Beverages,710.5,810,14.0,99.5,8614.14
2026-03-16,S002,Delhi North,P009,Coca-Cola 2L,Beverages,710.5,844,18.79,133.5,11654.93
2026-03-30,S002,Delhi North,P009,Coca-Cola 2L,Beverages,715.8,842,17.64,126.2,11221.82
2022-01-31,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,877.0,713,-18.7,-164.0,-23634.04
2022-02-28,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,794.0,811,2.14,17.0,2454.7
2022-03-07,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,794.0,749,-5.67,-45.0,-6473.12
2022-03-21,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,717.0,670,-6.56,-47.0,-6837.76
2022-03-28,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,717.0,836,16.6,119.0,17404.6
2022-04-04,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,717.0,837,16.74,120.0,16835.49
2022-04-11,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,717.0,826,15.2,109.0,15892.67
2022-05-09,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,737.0,793,7.6,56.0,8093.6
2022-05-16,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,737.0,783,6.24,46.0,6755.17
2022-05-23,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,737.0,772,4.75,35.0,5058.15
2022-05-30,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,737.0,822,11.53,85.0,12413.64
2022-06-06,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,737.0,977,32.56,240.0,33894.86
2022-06-20,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,818.8,909,11.02,90.2,13158.58
2022-07-04,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,845.5,986,16.62,140.5,19907.44
2022-07-18,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,837.5,911,8.78,73.5,10761.98
2022-08-01,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,848.5,788,-7.13,-60.5,-8869.65
2022-08-29,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,861.0,886,2.9,25.0,3539.61
2022-09-05,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,861.0,752,-12.66,-109.0,-15803.91
2022-09-12,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,861.0,714,-17.07,-147.0,-21537.81
2022-10-03,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,813.2,1158,42.39,344.8,48729.43
2022-10-24,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,921.2,1034,12.24,112.8,16179.3
2022-11-07,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1004.8,1206,20.03,201.2,28672.66
2022-11-28,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1110.5,998,-10.13,-112.5,-16447.66
2022-12-05,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1110.5,1017,-8.42,-93.5,-13504.87
2022-12-12,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1110.5,1055,-5.0,-55.5,-8047.26
2022-12-19,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1110.5,907,-18.33,-203.5,-29269.99
2022-12-26,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1110.5,956,-13.91,-154.5,-22498.29
2023-01-09,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1058.2,942,-10.99,-116.2,-17013.69
2023-01-16,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1058.2,670,-36.69,-388.2,-56950.73
2023-01-23,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1058.2,905,-14.48,-153.2,-22267.66
2023-02-06,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,992.0,821,-17.24,-171.0,-24410.98
2023-02-13,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,992.0,888,-10.48,-104.0,-15156.51
2023-02-20,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,992.0,850,-14.31,-142.0,-20124.65
2023-03-13,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,817.5,843,3.12,25.5,3721.76
2023-03-20,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,817.5,801,-2.02,-16.5,-2419.49
2023-04-10,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,791.8,875,10.51,83.2,12034.14
2023-04-17,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,791.8,903,14.05,111.2,16268.72
2023-04-24,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,791.8,783,-1.11,-8.8,-1262.36
2023-05-01,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,791.8,819,3.44,27.2,3938.75
2023-05-15,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,789.5,740,-6.27,-49.5,-6899.1
2023-05-29,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,813.0,837,2.95,24.0,3441.15
2023-06-12,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,828.8,895,7.99,66.2,9607.01
2023-06-19,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,828.8,912,10.05,83.2,12168.53
2023-07-03,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,809.2,971,19.99,161.8,22743.21
2023-07-10,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,809.2,996,23.08,186.8,26344.29
2023-07-17,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,809.2,1009,24.68,199.8,28562.25
2023-07-31,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,828.2,1022,23.39,193.8,27696.56
2023-08-07,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,828.2,1011,22.06,182.8,26299.03
2023-08-14,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,828.2,1111,34.14,282.8,40569.37
2023-09-04,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,864.8,671,-22.41,-193.8,-27892.8
2023-09-11,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,864.8,828,-4.25,-36.8,-5324.18
2023-09-18,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,864.8,808,-6.56,-56.8,-8210.18
2023-10-16,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,980.8,1190,21.34,209.2,30746.3
2023-10-30,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,997.0,1230,23.37,233.0,33017.43
2023-11-06,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,997.0,1282,28.59,285.0,41281.84
2023-11-13,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,997.0,1364,36.81,367.0,52408.65
2023-11-20,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,997.0,1231,23.47,234.0,34177.71
2023-12-04,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1015.8,1090,7.31,74.2,10759.78
2023-12-25,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,954.0,880,-7.76,-74.0,-10696.81
2024-01-08,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,961.2,974,1.33,12.8,1850.32
2024-01-15,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,961.2,917,-4.6,-44.2,-6380.66
2024-01-22,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,961.2,1098,14.23,136.8,19740.06
2024-01-29,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,961.2,937,-2.52,-24.2,-3322.6
2024-02-12,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,942.8,735,-22.04,-207.8,-29937.96
2024-03-18,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,814.0,885,8.72,71.0,9594.03
2024-04-01,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,817.5,936,14.5,118.5,17039.28
2024-04-08,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,817.5,903,10.46,85.5,12465.04
2024-04-15,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,817.5,978,19.63,160.5,22911.38
2024-04-22,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,817.5,761,-6.91,-56.5,-8024.21
2024-04-29,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,817.5,931,13.88,113.5,15965.07
2024-05-13,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,772.8,819,5.99,46.2,6546.82
2024-05-20,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,772.8,883,14.27,110.2,15955.85
2024-05-27,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,772.8,941,21.77,168.2,24435.19
2024-06-03,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,772.8,1025,32.64,252.2,36106.7
2024-06-24,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,745.2,948,27.21,202.8,29487.67
2024-07-01,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,745.2,841,12.85,95.8,13959.67
2024-07-22,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,845.5,1132,33.89,286.5,41842.92
2024-08-12,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,991.8,1122,13.13,130.2,18869.13
2024-08-19,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,991.8,1119,12.83,127.2,18395.99
2024-08-26,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,991.8,1100,10.92,108.2,15347.22
2024-09-09,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,980.8,797,-18.74,-183.8,-26506.2
2024-10-07,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,848.5,1102,29.88,253.5,36821.24
2024-10-28,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1027.2,1300,26.55,272.8,38541.13
2024-11-11,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1123.2,1231,9.59,107.8,15683.32
2024-11-18,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1123.2,1320,17.52,196.8,28299.96
2024-11-25,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1123.2,1277,13.69,153.8,22192.28
2024-12-02,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1123.2,1239,10.3,115.8,16609.13
2024-12-09,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1123.2,1146,2.03,22.8,3297.84
2024-12-16,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1123.2,1194,6.3,70.8,10390.34
2024-12-23,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1123.2,1132,0.78,8.8,1241.09
2024-12-30,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1123.2,1118,-0.47,-5.2,-756.82
2025-01-13,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1144.5,889,-22.32,-255.5,-36348.16
2025-01-27,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1096.0,769,-29.84,-327.0,-47954.08
2025-02-03,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,1096.0,946,-13.69,-150.0,-21612.86
2025-02-17,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,984.8,1055,7.13,70.2,9861.59
2025-02-24,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,984.8,908,-7.79,-76.8,-11209.67
2025-03-03,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,984.8,874,-11.25,-110.8,-16132.95
2025-03-17,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,895.8,840,-6.22,-55.8,-8090.6
2025-03-31,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,875.8,1068,21.95,192.2,27571.12
2025-04-07,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,875.8,917,4.71,41.2,5936.58
2025-04-21,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,864.2,963,11.43,98.8,14229.31
2025-04-28,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,864.2,973,12.58,108.8,15444.05
2025-05-05,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,864.2,808,-6.51,-56.2,-8173.69
2025-05-12,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,864.2,849,-1.76,-15.2,-2201.51
2025-05-19,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,864.2,800,-7.43,-64.2,-9340.76
2025-06-02,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,914.5,1115,21.92,200.5,28039.35
2025-06-09,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,914.5,1026,12.19,111.5,15952.62
2025-06-16,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,914.5,1058,15.69,143.5,21052.27
2025-06-30,S002,Delhi North,P010,Maggi Noodles 12-Pack,Ready Meals,981.5,1151,17.27,169.5,24385.48
