week_start,store_name,product_name,category,units_sold,expected_units,deviation_units,anomaly_type,z_score,if_score
2024-11-18,Chennai West,Parle-G Biscuits,Snacks,3089,2772.25,316.8,IsoForest,2.209950978982904,-0.10435700974574591
2025-11-10,Delhi North,Parle-G Biscuits,Snacks,3111,3194.25,-83.2,IsoForest,2.193774681803579,-0.10943301847035791
2024-11-25,Chennai West,Kurkure Snacks 200g,Snacks,1710,1588.75,121.2,IsoForest,2.1843195936963893,-0.012321639629332526
2024-10-14,Chennai West,Kurkure Snacks 200g,Snacks,1709,1268.75,440.2,IsoForest,2.1804248959502788,-0.05555580643949454
2025-11-10,Pune East,Lay's Chips 100g,Snacks,1831,1884.5,-53.5,IsoForest,2.1702396941029773,-0.04194681328282035
2025-10-13,Delhi North,Parle-G Biscuits,Snacks,3096,2419.25,676.8,IsoForest,2.1618836148852787,-0.1432496210479478
2025-10-20,Chennai West,Lay's Chips 100g,Snacks,1870,1666.25,203.8,IsoForest,2.1602642758540465,-0.07024957421430555
2024-11-04,Pune East,Parle-G Biscuits,Snacks,3121,2863.75,257.2,IsoForest,2.159410615990651,-0.11778032525493398
2024-11-04,Bengaluru South,Parle-G Biscuits,Snacks,3096,2910.75,185.2,IsoForest,2.1573345991943724,-0.15302038703703869
2025-11-03,Bengaluru South,Parle-G Biscuits,Snacks,3094,3007.25,86.8,IsoForest,2.1531289953230464,-0.11306106526686577
2024-11-04,Delhi North,Lay's Chips 100g,Snacks,1860,1750.5,109.5,IsoForest,2.1234102843172558,-0.022623810639843533
2025-10-13,Bengaluru South,Lay's Chips 100g,Snacks,1860,1366.0,494.0,IsoForest,2.1132949117598954,-0.00901351109481352
2023-11-20,Delhi North,Parle-G Biscuits,Snacks,3070,2892.0,178.0,IsoForest,2.106605765560226,-0.12892909897482918
2024-10-21,Bengaluru South,Parle-G Biscuits,Snacks,3068,2467.5,600.5,IsoForest,2.0984561449958123,-0.14478403538704065
2025-10-20,Chennai West,Kurkure Snacks 200g,Snacks,1687,1533.5,153.5,IsoForest,2.094741545535847,-0.022286783029709878
2023-11-20,Chennai West,Kurkure Snacks 200g,Snacks,1686,1490.5,195.5,IsoForest,2.0908468477897366,-0.0050770114752192175
2023-05-22,Pune East,Parle-G Biscuits,Snacks,1132,1758.75,-626.8,IsoForest,-2.088869375574318,-0.06719749537584385
2023-11-13,Pune East,Parle-G Biscuits,Snacks,3084,2904.0,180.0,IsoForest,2.080382783065611,-0.11650290091411752
2025-10-13,Chennai West,Lay's Chips 100g,Snacks,1844,1499.0,345.0,IsoForest,2.069526196415912,-0.050043884836320385
2022-11-07,Mumbai Central,Parle-G Biscuits,Snacks,3019,2593.25,425.8,IsoForest,2.0691648448622164,-0.08667199027539707
2024-10-07,Delhi North,Parle-G Biscuits,Snacks,3051,2062.5,988.5,IsoForest,2.066210414130379,-0.13511847121061982
2024-10-07,Chennai West,Lay's Chips 100g,Snacks,1843,1216.5,626.5,IsoForest,2.066036270283676,-0.03640391580134683
2024-10-21,Chennai West,Parle-G Biscuits,Snacks,3020,2299.5,720.5,IsoForest,2.057436569918543,-0.13663636451440808
2025-10-13,Chennai West,Parle-G Biscuits,Snacks,3020,2316.75,703.2,IsoForest,2.057436569918543,-0.10027610418928778
2023-11-20,Chennai West,Parle-G Biscuits,Snacks,3019,2878.25,140.8,IsoForest,2.0552262161639874,-0.12443143539414858
2023-11-06,Pune East,Parle-G Biscuits,Snacks,3071,2806.5,264.5,IsoForest,2.05261624717303,-0.10817234834706502
2024-11-25,Chennai West,Parle-G Biscuits,Snacks,3016,2789.5,226.5,IsoForest,2.0485951549003194,-0.11012386684701991
2025-12-22,Mumbai Central,Kurkure Snacks 200g,Snacks,1658,1401.0,257.0,IsoForest,2.0435530659568086,-0.0047125719146123846
2024-10-28,Pune East,Parle-G Biscuits,Snacks,3064,2802.0,262.0,IsoForest,2.037665035538563,-0.09788510563372
2025-10-20,Bengaluru South,Lay's Chips 100g,Snacks,1837,1534.5,302.5,IsoForest,2.034167909991905,-0.06504143780485272
2023-10-30,Pune East,Parle-G Biscuits,Snacks,3061,2600.5,460.5,IsoForest,2.0312573734095056,-0.10315835742676727
2024-10-14,Mumbai Central,Kurkure Snacks 200g,Snacks,1654,1163.0,491.0,IsoForest,2.027679576241438,-0.04276653387746665
2024-10-28,Delhi North,Parle-G Biscuits,Snacks,3031,2882.5,148.5,IsoForest,2.023688991572646,-0.09541686562540608
2022-11-07,Delhi North,Parle-G Biscuits,Snacks,3029,2539.0,490.0,IsoForest,2.019436849316873,-0.0948812264139054
2025-10-20,Chennai West,Parle-G Biscuits,Snacks,2999,2547.5,451.5,IsoForest,2.011019141072868,-0.1427388413206251
2025-10-20,Delhi North,Parle-G Biscuits,Snacks,3023,2724.25,298.8,IsoForest,2.006680422549553,-0.15405621431884653
2025-10-27,Bengaluru South,Parle-G Biscuits,Snacks,3022,2944.0,78.0,IsoForest,2.001727255955321,-0.10331659617369282
2023-10-30,Mumbai Central,Parle-G Biscuits,Snacks,2988,2561.75,426.2,IsoForest,2.0010314486175913,-0.10315835742676727
2024-12-23,Mumbai Central,Parle-G Biscuits,Snacks,2985,2660.75,324.2,IsoForest,1.994437894142305,-0.12209165707404335
2025-11-24,Delhi North,Kurkure Snacks 200g,Snacks,1626,1776.5,-150.5,IsoForest,1.988839065907831,-0.01220984729800978
2023-05-08,Pune East,Parle-G Biscuits,Snacks,1183,1909.5,-726.5,IsoForest,-1.9799391193803448,-0.015567711384480987
2025-10-13,Bengaluru South,Kurkure Snacks 200g,Snacks,1685,1269.5,415.5,IsoForest,1.9740079894716742,-0.029067057110076178
2024-10-21,Mumbai Central,Kurkure Snacks 200g,Snacks,1640,1358.25,281.8,IsoForest,1.9721223622376411,-0.048931203177703386
2024-11-25,Delhi North,Parle-G Biscuits,Snacks,3006,3184.0,-178.0,IsoForest,1.97053721337548,-0.1031158957439835
2023-10-30,Bengaluru South,Parle-G Biscuits,Snacks,3002,2697.25,304.8,IsoForest,1.9596712172420645,-0.08431261887462715
2025-10-20,Pune East,Lay's Chips 100g,Snacks,1768,1689.0,79.0,IsoForest,1.9366972290707152,-0.07907585665487693
2025-10-06,Mumbai Central,Parle-G Biscuits,Snacks,2958,2289.5,668.5,IsoForest,1.9350959038647284,-0.11502583224207319
2024-11-04,Chennai West,Lay's Chips 100g,Snacks,1801,1716.5,84.5,IsoForest,1.9194593727297666,-0.037358843445756795
2025-10-20,Mumbai Central,Kurkure Snacks 200g,Snacks,1623,1527.25,95.8,IsoForest,1.9046600309473163,-0.01454675055238741
2024-10-21,Delhi North,Parle-G Biscuits,Snacks,2972,2612.0,360.0,IsoForest,1.8982507950273335,-0.14940600968046225
2024-10-07,Delhi North,Lay's Chips 100g,Snacks,1794,1202.5,591.5,IsoForest,1.8936860125024821,-0.020159453649872927
2022-11-14,Delhi North,Lay's Chips 100g,Snacks,1793,1596.25,196.8,IsoForest,1.8902053417174098,-0.01772338911641702
2023-11-13,Mumbai Central,Parle-G Biscuits,Snacks,2937,2778.25,158.8,IsoForest,1.8889410225377243,-0.09377392591714784
2023-11-20,Bengaluru South,Parle-G Biscuits,Snacks,2968,2913.75,54.2,IsoForest,1.8881759514295275,-0.10963549197140332
2022-11-07,Chennai West,Parle-G Biscuits,Snacks,2942,2421.5,520.5,IsoForest,1.8850289770631785,-0.09647408982686068
2025-10-20,Mumbai Central,Parle-G Biscuits,Snacks,2934,2672.75,261.2,IsoForest,1.8823474680624381,-0.15095293269495558
2024-11-04,Bengaluru South,Kurkure Snacks 200g,Snacks,1660,1664.5,-4.5,IsoForest,1.880397504121529,-0.015236443476334571
2024-10-21,Delhi North,Kurkure Snacks 200g,Snacks,1589,1357.75,231.2,IsoForest,1.839112300035603,-0.0530344611144179
2025-12-15,Chennai West,Parle-G Biscuits,Snacks,2917,2949.75,-32.8,IsoForest,1.8297701331992795,-0.12045643950447082
2025-12-15,Mumbai Central,Parle-G Biscuits,Snacks,2909,2765.5,143.5,IsoForest,1.8274011807683856,-0.10574036559495803
2024-03-25,Bengaluru South,Parle-G Biscuits,Snacks,1203,1535.75,-332.8,IsoForest,-1.8232694650154007,-0.034334830717345
2024-11-25,Bengaluru South,Parle-G Biscuits,Snacks,2936,3219.5,-283.5,IsoForest,1.8208862894883164,-0.09649082531229536
2025-09-29,Delhi North,Parle-G Biscuits,Snacks,2935,1951.25,983.8,IsoForest,1.8195861632955275,-0.050260818453128686
2025-12-01,Pune East,Lay's Chips 100g,Snacks,1736,1864.25,-128.2,IsoForest,1.8180724849273437,-0.0004946182224012663
2024-10-21,Bengaluru South,Kurkure Snacks 200g,Snacks,1640,1426.25,213.8,IsoForest,1.805509115841413,-0.0061232429372574115
2025-11-17,Pune East,Kurkure Snacks 200g,Snacks,1613,1810.0,-197.0,IsoForest,1.8010888430209313,-0.006791369481916498
2022-10-31,Delhi North,Lay's Chips 100g,Snacks,1767,1466.0,301.0,IsoForest,1.7997079013055295,-0.016229922038579758
2024-03-11,Bengaluru South,Parle-G Biscuits,Snacks,1215,1582.0,-367.0,IsoForest,-1.7980358417874465,-0.0020998262974899484
2025-12-22,Chennai West,Parle-G Biscuits,Snacks,2899,2855.0,44.0,IsoForest,1.7899837656172723,-0.10963549197140332
2024-11-25,Pune East,Lay's Chips 100g,Snacks,1728,1826.5,-98.5,IsoForest,1.788416298891501,-0.016619635921709452
2024-11-04,Bengaluru South,Lay's Chips 100g,Snacks,1765,1681.0,84.0,IsoForest,1.7864659914138488,-0.018396665939741652
2023-10-23,Bengaluru South,Lay's Chips 100g,Snacks,1764,1485.0,279.0,IsoForest,1.7830256869891536,-0.039384314711685575
2025-10-13,Chennai West,Kurkure Snacks 200g,Snacks,1601,1405.25,195.8,IsoForest,1.7597975393703416,-0.017768889169353597
2025-10-20,Mumbai Central,Lay's Chips 100g,Snacks,1740,1591.0,149.0,IsoForest,1.7578638429157845,-0.05209644400478197
2022-11-14,Mumbai Central,Kurkure Snacks 200g,Snacks,1584,1435.75,148.2,IsoForest,1.749893506222453,-0.007386320823926318
2024-10-14,Chennai West,Parle-G Biscuits,Snacks,2879,2049.5,829.5,IsoForest,1.7457766905261531,-0.07790335120926695
2025-09-29,Mumbai Central,Parle-G Biscuits,Snacks,2871,2009.0,862.0,IsoForest,1.7438828240814257,-0.056282507023301176
2023-10-30,Delhi North,Parle-G Biscuits,Snacks,2899,2577.75,321.2,IsoForest,1.7430476026916077,-0.09775642129512829
2023-11-20,Pune East,Parle-G Biscuits,Snacks,2926,2969.25,-43.2,IsoForest,1.7429125776019285,-0.10768529339558741
2025-10-13,Mumbai Central,Parle-G Biscuits,Snacks,2869,2482.5,386.5,IsoForest,1.7394871210979015,-0.130081020623942
2023-10-23,Mumbai Central,Parle-G Biscuits,Snacks,2867,2317.5,549.5,IsoForest,1.7350914181143773,-0.12657502962995404
2025-11-17,Pune East,Lay's Chips 100g,Snacks,1713,1828.25,-115.2,IsoForest,1.7328109500742959,-0.01835970553737909
2024-11-11,Mumbai Central,Parle-G Biscuits,Snacks,2863,2893.75,-30.8,IsoForest,1.7263000121473289,-0.10671217153960633
2025-12-01,Delhi North,Parle-G Biscuits,Snacks,2884,3260.5,-376.5,IsoForest,1.711156535773308,-0.09601167124632537
2025-10-20,Chennai West,Maggi Noodles 12-Pack,Ready Meals,1235,1109.5,125.5,IsoForest,1.7088394940827725,-0.0036159466496176185
2025-11-24,Pune East,Lay's Chips 100g,Snacks,1705,1814.5,-109.5,IsoForest,1.703154764038453,-0.04163758124675998
2023-10-23,Bengaluru South,Parle-G Biscuits,Snacks,2879,2464.0,415.0,IsoForest,1.7010265791555341,-0.1315886787333661
2024-10-07,Pune East,Parle-G Biscuits,Snacks,2905,2132.75,772.2,IsoForest,1.6980589426985278,-0.12807556419570387
2025-11-24,Pune East,Parle-G Biscuits,Snacks,2905,3394.5,-489.5,IsoForest,1.6980589426985278,-0.16344200539098186
2025-10-20,Pune East,Maggi Noodles 12-Pack,Ready Meals,1237,1099.25,137.8,IsoForest,1.6941205051316282,-0.0008151151046149607
2024-11-18,Chennai West,Lay's Chips 100g,Snacks,1735,1825.75,-90.8,IsoForest,1.6891242480021946,-0.03839109286660014
2023-10-16,Pune East,Lay's Chips 100g,Snacks,1700,1422.25,277.8,IsoForest,1.684619647766051,-0.015133859347376544
2024-12-23,Chennai West,Parle-G Biscuits,Snacks,2845,2689.25,155.8,IsoForest,1.6706246628712507,-0.10090101234507776
2025-10-20,Bengaluru South,Kurkure Snacks 200g,Snacks,1603,1460.75,142.2,IsoForest,1.6669655975231983,-0.03878714446750442
2023-10-09,Mumbai Central,Lay's Chips 100g,Snacks,1714,1265.25,448.8,IsoForest,1.6636848036079905,-0.0203464416599074
2025-12-22,Delhi North,Parle-G Biscuits,Snacks,2861,2776.25,84.8,IsoForest,1.662256899831915,-0.10963549197140332
2024-04-08,Mumbai Central,Parle-G Biscuits,Snacks,1323,1879.0,-556.0,IsoForest,-1.6583912851663054,-0.03663614747143473
2023-10-09,Bengaluru South,Lay's Chips 100g,Snacks,1726,1256.5,469.5,IsoForest,1.652294118850735,-0.016182471731603587
2024-10-14,Pune East,Parle-G Biscuits,Snacks,2882,2347.5,534.5,IsoForest,1.648933533042422,-0.1535381254713084
2023-11-27,Mumbai Central,Parle-G Biscuits,Snacks,2827,2795.5,31.5,IsoForest,1.6471773584438933,-0.10505584367834542
2022-10-31,Pune East,Lay's Chips 100g,Snacks,1688,1430.0,258.0,IsoForest,1.640135368712287,-0.0030096618752755155
2022-11-07,Bengaluru South,Parle-G Biscuits,Snacks,2850,2491.75,358.2,IsoForest,1.6400453230213115,-0.0801829232885285
2024-10-14,Pune East,Kurkure Snacks 200g,Snacks,1571,1344.0,227.0,IsoForest,1.6396550319716503,-0.04656728580037728
2025-11-24,Bengaluru South,Lay's Chips 100g,Snacks,1722,2145.5,-423.5,IsoForest,1.638532901151954,-0.03892431418460107
2024-06-17,Mumbai Central,Parle-G Biscuits,Snacks,1333,1862.0,-529.0,IsoForest,-1.6364127702486844,-0.014832220546558306
2025-12-08,Mumbai Central,Parle-G Biscuits,Snacks,2821,3006.75,-185.8,IsoForest,1.6339902494933207,-0.13562409335523218
2024-11-11,Chennai West,Parle-G Biscuits,Snacks,2827,2785.25,41.8,IsoForest,1.6308382952892435,-0.09329660944641205
2025-12-15,Mumbai Central,Kurkure Snacks 200g,Snacks,1552,1466.0,86.0,IsoForest,1.6229055884994883,-0.025406059474355147
2024-10-14,Mumbai Central,Parle-G Biscuits,Snacks,2812,2147.5,664.5,IsoForest,1.614209586067462,-0.11026861215522876
2024-10-14,Delhi North,Lay's Chips 100g,Snacks,1712,1392.75,319.2,IsoForest,1.6082710081265517,-0.0713040614621483
2022-11-14,Chennai West,Parle-G Biscuits,Snacks,2816,2563.25,252.8,IsoForest,1.606524403989128,-0.14222840706299267
2025-12-15,Pune East,Parle-G Biscuits,Snacks,2862,2947.5,-85.5,IsoForest,1.6062157855153734,-0.11502583224207319
2025-12-01,Mumbai Central,Lay's Chips 100g,Snacks,1696,2120.25,-424.2,IsoForest,1.598483930241056,-0.01222176845165468
2022-10-24,Pune East,Parle-G Biscuits,Snacks,2853,2430.5,422.5,IsoForest,1.5869927991282016,-0.131085785971627
2025-12-22,Bengaluru South,Parle-G Biscuits,Snacks,2823,2750.75,72.2,IsoForest,1.5832696707584144,-0.09993706458406237
2023-10-30,Chennai West,Parle-G Biscuits,Snacks,2805,2544.5,260.5,IsoForest,1.5822105126890125,-0.07934398540156606
2023-10-16,Delhi North,Parle-G Biscuits,Snacks,2822,2100.25,721.8,IsoForest,1.5793401258443354,-0.11061257226220067
2024-12-02,Delhi North,Parle-G Biscuits,Snacks,2821,3177.75,-356.8,IsoForest,1.5772140547164488,-0.09064712400662123
2024-11-11,Pune East,Parle-G Biscuits,Snacks,2848,2917.75,-69.8,IsoForest,1.5763133622464396,-0.10914744741178783
2022-10-03,Pune East,Parle-G Biscuits,Snacks,2844,1716.0,1128.0,IsoForest,1.5677698127410298,-0.024228154206246577
2024-10-21,Mumbai Central,Parle-G Biscuits,Snacks,2789,2369.5,419.5,IsoForest,1.5636590017569336,-0.13917304330673497
2023-10-09,Delhi North,Lay's Chips 100g,Snacks,1699,1191.25,507.8,IsoForest,1.5630222879206113,-0.0374193952537909
2024-11-18,Mumbai Central,Lay's Chips 100g,Snacks,1686,1714.5,-28.5,IsoForest,1.5622612228149815,-0.01690466048670891
2025-12-01,Pune East,Parle-G Biscuits,Snacks,2841,3427.25,-586.2,IsoForest,1.5613621506119726,-0.12244124802312983
2024-12-02,Mumbai Central,Parle-G Biscuits,Snacks,2785,3015.75,-230.8,IsoForest,1.5548675957898852,-0.10719856786737048
2024-11-18,Mumbai Central,Parle-G Biscuits,Snacks,2775,2906.5,-131.5,IsoForest,1.5328890808722642,-0.09849358646459927
2024-10-07,Bengaluru South,Parle-G Biscuits,Snacks,2799,2143.5,655.5,IsoForest,1.532802424302506,-0.11306106526686577
2024-10-21,Chennai West,Kurkure Snacks 200g,Snacks,1542,1455.5,86.5,IsoForest,1.5300103723498204,-0.0449191888039413
2022-11-14,Chennai West,Lay's Chips 100g,Snacks,1688,1535.5,152.5,IsoForest,1.5250977197871054,-0.003466165162608892
2024-12-16,Chennai West,Parle-G Biscuits,Snacks,2779,2766.75,12.2,IsoForest,1.5247413150705575,-0.10719856786737048
2023-10-16,Pune East,Parle-G Biscuits,Snacks,2823,2101.0,722.0,IsoForest,1.522916177837629,-0.12457904879592685
2024-09-30,Delhi North,Parle-G Biscuits,Snacks,2795,1837.75,957.2,IsoForest,1.5219362053913956,-0.0704360933442747
2024-12-09,Mumbai Central,Kurkure Snacks 200g,Snacks,1526,1525.5,0.5,IsoForest,1.5197279053495796,-0.0011389547730178418
2022-11-14,Pune East,Lay's Chips 100g,Snacks,1655,1504.75,150.2,IsoForest,1.5178036013144354,-0.0012259239086106488
2022-10-03,Delhi North,Parle-G Biscuits,Snacks,2793,1759.0,1034.0,IsoForest,1.5176840631356223,-0.030747317886322345
2024-10-14,Bengaluru South,Kurkure Snacks 200g,Snacks,1563,1300.75,262.2,IsoForest,1.517188820962966,-0.011548091909862168
2024-12-02,Chennai West,Kurkure Snacks 200g,Snacks,1538,1582.75,-44.8,IsoForest,1.5144315813653781,-0.011941698336180084
2022-10-24,Chennai West,Parle-G Biscuits,Snacks,2773,2342.5,430.5,IsoForest,1.5114791925432218,-0.11699592375684298
2024-09-30,Pune East,Parle-G Biscuits,Snacks,2817,1849.5,967.5,IsoForest,1.5101008535795144,-0.06122230285094721
2025-11-17,Bengaluru South,Parle-G Biscuits,Snacks,2788,3115.25,-327.2,IsoForest,1.5096716030102149,-0.13043441658646227
2026-01-12,Delhi North,Parle-G Biscuits,Snacks,2787,2510.75,276.2,IsoForest,1.5049276363683024,-0.08449451036822475
2025-12-01,Chennai West,Lay's Chips 100g,Snacks,1681,2002.25,-321.2,IsoForest,1.500668236861454,-0.002241719635840078
2025-10-06,Delhi North,Parle-G Biscuits,Snacks,2784,2228.75,555.2,IsoForest,1.4985494229846426,-0.12757504755526794
2023-10-02,Chennai West,Parle-G Biscuits,Snacks,2765,1799.75,965.2,IsoForest,1.4937963625067743,-0.06534931890883
2023-10-09,Pune East,Kurkure Snacks 200g,Snacks,1532,1147.25,384.8,IsoForest,1.4897522074258893,-0.01919999135340278
2023-10-23,Mumbai Central,Kurkure Snacks 200g,Snacks,1518,1285.5,232.5,IsoForest,1.4879809259188383,-0.004887972652607764
2023-11-13,Pune East,Kurkure Snacks 200g,Snacks,1530,1524.0,6.0,IsoForest,1.4820648830902092,-0.00792959583431252
2025-10-27,Chennai West,Lay's Chips 100g,Snacks,1674,1854.25,-180.2,IsoForest,1.4762387539358024,-0.0012423737649562838
2023-07-24,Mumbai Central,Parle-G Biscuits,Snacks,1406,1781.75,-375.8,IsoForest,-1.4759696113500511,-0.005912581815384899
2022-11-07,Pune East,Parle-G Biscuits,Snacks,2799,2661.0,138.0,IsoForest,1.4716548808051708,-0.07728220576291789
2025-09-29,Bengaluru South,Parle-G Biscuits,Snacks,2769,2124.75,644.2,IsoForest,1.4697183662326208,-0.04800861593757755
2023-11-27,Delhi North,Lay's Chips 100g,Snacks,1671,1768.75,-97.8,IsoForest,1.4655635059385863,-0.022995935012474322
2025-12-08,Chennai West,Parle-G Biscuits,Snacks,2751,3170.5,-419.5,IsoForest,1.4628514099429908,-0.131085785971627
2022-11-14,Bengaluru South,Parle-G Biscuits,Snacks,2765,2584.0,181.0,IsoForest,1.4613071584899693,-0.11090087340912158
2025-09-29,Pune East,Parle-G Biscuits,Snacks,2793,2087.5,705.5,IsoForest,1.4588395565470562,-0.05809340349708536
2023-11-27,Chennai West,Parle-G Biscuits,Snacks,2749,3025.75,-276.8,IsoForest,1.458430702433879,-0.09971099710192244
2022-10-03,Mumbai Central,Parle-G Biscuits,Snacks,2740,1773.0,967.0,IsoForest,1.4559642786605906,-0.02950920448758665
2024-02-26,Bengaluru South,Parle-G Biscuits,Snacks,1380,1710.75,-330.8,IsoForest,-1.4510735224030764,-0.005130741838248465
2024-09-09,Mumbai Central,Parle-G Biscuits,Snacks,1419,2180.25,-761.2,IsoForest,-1.4473975419571437,-0.03901237641855071
2022-10-24,Mumbai Central,Parle-G Biscuits,Snacks,2735,2429.0,306.0,IsoForest,1.4449750212017802,-0.10865973294476194
2024-11-18,Pune East,Parle-G Biscuits,Snacks,2785,2909.25,-124.2,IsoForest,1.4417524575362368,-0.09849358646459927
2023-10-09,Pune East,Lay's Chips 100g,Snacks,1633,1261.0,372.0,IsoForest,1.4362490897158677,-0.06318293198285974
2025-12-15,Bengaluru South,Parle-G Biscuits,Snacks,2753,2759.5,-6.5,IsoForest,1.436073535262015,-0.09801307781613888
2024-09-30,Bengaluru South,Parle-G Biscuits,Snacks,2752,1912.75,839.2,IsoForest,1.4339707333263523,-0.06997456159121695
2024-10-14,Bengaluru South,Lay's Chips 100g,Snacks,1662,1300.25,361.8,IsoForest,1.4321146356702406,-0.04246849378784601
2025-12-01,Delhi North,Lay's Chips 100g,Snacks,1661,2045.0,-384.0,IsoForest,1.430756798087863,-0.00723942681587153
2024-02-05,Mumbai Central,Parle-G Biscuits,Snacks,1427,2122.5,-695.5,IsoForest,-1.4298147300230468,-0.040631212091579494
2024-10-28,Mumbai Central,Parle-G Biscuits,Snacks,2726,2604.5,121.5,IsoForest,1.4251943577759212,-0.08679794088641724
2025-10-27,Pune East,Parle-G Biscuits,Snacks,2774,2946.75,-172.8,IsoForest,1.4182576963963602,-0.10817234834706502
2023-10-16,Bengaluru South,Parle-G Biscuits,Snacks,2744,2262.25,481.8,IsoForest,1.4171483178410493,-0.10963549197140332
2022-11-21,Delhi North,Parle-G Biscuits,Snacks,2745,2634.25,110.8,IsoForest,1.415632648997063,-0.12557636398638472
2022-01-31,Delhi North,Parle-G Biscuits,Snacks,1415,1832.5,-417.5,IsoForest,-1.4120419510921878,-0.023664334077416638
2024-02-19,Bengaluru South,Parle-G Biscuits,Snacks,1400,1959.0,-559.0,IsoForest,-1.4090174836898195,-0.047722092008161576
2023-11-27,Bengaluru South,Lay's Chips 100g,Snacks,1653,1735.5,-82.5,IsoForest,1.4011518958479836,-0.012978978118992734
2025-01-27,Chennai West,Parle-G Biscuits,Snacks,1457,2215.5,-758.5,IsoForest,-1.397346348452417,-0.029459110432641267
2024-11-25,Delhi North,Lay's Chips 100g,Snacks,1651,1948.75,-297.8,IsoForest,1.3959500902371398,-0.0011046443772093628
2022-10-17,Mumbai Central,Lay's Chips 100g,Snacks,1640,1352.25,287.8,IsoForest,1.3956367686550382,-0.044540801919153994
2022-10-31,Delhi North,Parle-G Biscuits,Snacks,2735,2553.5,181.5,IsoForest,1.3943719377181965,-0.1055411189781521
2025-11-24,Chennai West,Kurkure Snacks 200g,Snacks,1505,1898.25,-393.2,IsoForest,1.385906555743731,-0.028072505305356876
2024-11-04,Mumbai Central,Lay's Chips 100g,Snacks,1634,1609.5,24.5,IsoForest,1.3739031441993934,-0.05115911620918989
2026-02-16,Bengaluru South,Parle-G Biscuits,Snacks,1421,2137.0,-716.0,IsoForest,-1.3648586430408998,-0.0346979824296183
2024-12-23,Pune East,Parle-G Biscuits,Snacks,2747,2796.25,-49.2,IsoForest,1.3605887372348449,-0.10574036559495803
2025-01-20,Mumbai Central,Parle-G Biscuits,Snacks,1459,2554.5,-1095.5,IsoForest,-1.3594834822866597,-0.07883236866820276
2023-11-27,Pune East,Lay's Chips 100g,Snacks,1612,1812.25,-200.2,IsoForest,1.3584016013717803,-0.014324886910296653
2024-10-14,Chennai West,Lay's Chips 100g,Snacks,1639,1474.75,164.2,IsoForest,1.3540913393075444,-0.06065964741537344
2024-10-21,Bengaluru South,Lay's Chips 100g,Snacks,1639,1471.25,167.8,IsoForest,1.3529876339022504,-0.024114904286444028
2023-06-26,Pune East,Parle-G Biscuits,Snacks,1479,1908.25,-429.2,IsoForest,-1.3477164559800276,-0.004520920130895667
2022-10-03,Chennai West,Parle-G Biscuits,Snacks,2698,1693.5,1004.5,IsoForest,1.345702660951525,-0.028627771560419735
2024-10-14,Delhi North,Parle-G Biscuits,Snacks,2712,2366.5,345.5,IsoForest,1.3454723017768033,-0.15302038703703869
2025-12-08,Mumbai Central,Lay's Chips 100g,Snacks,1625,2027.25,-402.2,IsoForest,1.3413027075159263,-0.009074366242272203
2025-12-01,Mumbai Central,Parle-G Biscuits,Snacks,2682,3110.0,-428.0,IsoForest,1.3284888921383888,-0.14222840706299267
2024-05-20,Pune East,Parle-G Biscuits,Snacks,1489,2025.75,-536.8,IsoForest,-1.3263575822165035,-0.02497105224583407
2022-10-31,Bengaluru South,Parle-G Biscuits,Snacks,2700,2487.75,212.2,IsoForest,1.324625032671884,-0.08777485697309861
2024-10-21,Delhi North,Lay's Chips 100g,Snacks,1630,1531.75,98.2,IsoForest,1.322856003750621,-0.0585650897876383
2024-03-25,Mumbai Central,Parle-G Biscuits,Snacks,1479,1864.75,-385.8,IsoForest,-1.3155264524514176,-0.003822660377634124
2022-10-31,Mumbai Central,Lay's Chips 100g,Snacks,1617,1654.5,-37.5,IsoForest,1.3123245415750664,-0.019165290493718845
2023-10-16,Mumbai Central,Parle-G Biscuits,Snacks,2672,2108.5,563.5,IsoForest,1.3065103772207678,-0.08163134375032088
2025-10-20,Bengaluru South,Parle-G Biscuits,Snacks,2691,2758.5,-67.5,IsoForest,1.3056998152509185,-0.15613207858739309
2023-11-20,Mumbai Central,Parle-G Biscuits,Snacks,2671,2844.5,-173.5,IsoForest,1.3043125257290058,-0.09274888410857574
2023-11-27,Bengaluru South,Parle-G Biscuits,Snacks,2690,2936.0,-246.0,IsoForest,1.3035970133152557,-0.10651265512523167
2022-11-21,Mumbai Central,Lay's Chips 100g,Snacks,1614,1672.5,-58.5,IsoForest,1.301457729347244,-0.005564020514578938
2023-10-23,Mumbai Central,Lay's Chips 100g,Snacks,1613,1533.75,79.2,IsoForest,1.2978354586046366,-0.007000684298985371
2023-10-16,Bengaluru South,Lay's Chips 100g,Snacks,1621,1386.75,234.2,IsoForest,1.2910621542577363,-0.009783485388277002
2022-10-03,Bengaluru South,Parle-G Biscuits,Snacks,2684,1693.75,990.2,IsoForest,1.2909802017012786,-0.023553035798604682
2024-12-23,Bengaluru South,Parle-G Biscuits,Snacks,2678,2721.75,-43.8,IsoForest,1.2783633900873015,-0.0777486834410015
2022-11-21,Pune East,Parle-G Biscuits,Snacks,2707,2580.0,127.0,IsoForest,1.2751532421807479,-0.11556159230626906
2022-11-14,Mumbai Central,Parle-G Biscuits,Snacks,2657,2742.75,-85.8,IsoForest,1.2735426048443363,-0.10166809430679047
